amazing	amazing	I-movie.name
spider	spider	I-movie.name
man	man	I-movie.name
	
who	who	O
are	be	O
the	the	O
actors	actor	O
in	in	O
captain	captain	B-movie.name
america	america	I-movie.name
	
who	who	O
starred	star	O
in	in	O
captain	captain	B-movie.name
america	america	I-movie.name
	
who	who	O
was	be	O
in	in	O
the	the	O
movie	movie	O
captain	captain	B-movie.name
america	america	I-movie.name
	
who	who	O
were	be	O
the	the	O
cast	cast	O
members	member	O
in	in	O
the	the	B-movie.name
hobbist	hobbist	I-movie.name
	
show	show	O
me	me	O
the	the	O
actor	actor	O
of	of	O
the	the	O
movie	movie	O
varsham	varsham	B-movie.name
	
which	which	O
female	female	O
actors	actor	O
starred	star	O
in	in	O
hitch	hitch	B-movie.name
	
can	can	O
i	i	O
see	see	O
the	the	O
cast	cast	O
and	and	O
crew	crew	O
for	for	O
the	the	O
movie	movie	O
in	in	B-movie.name
july	july	I-movie.name
	
list	list	O
cast	cast	O
and	and	O
crew	crew	O
in	in	B-movie.name
july	july	I-movie.name
	
who	who	O
stars	star	O
in	in	O
in	in	B-movie.name
july	July	I-movie.name
	
who	who	O
stars	star	O
in	in	O
in	in	B-movie.name
july	July	I-movie.name
	
roll	roll	O
credits	credit	O
for	for	O
top	top	B-movie.name
gun	gun	I-movie.name
	
show	show	O
me	me	O
the	the	O
actor	actor	O
of	of	O
the	the	O
movie	movie	O
sirisiri	sirisiri	B-movie.name
muvva	muvva	I-movie.name
	
rocky	rocky	B-movie.name
2	2	O
actor	actor	O
	
who	who	O
is	be	O
chewbakka	chewbakka	B-character.name
	
who	who	O
stared	stare	O
in	in	O
i	i	B-movie.name
love	love	I-movie.name
lucy	lucy	I-movie.name
	
apollo	apollo	B-movie.name
thirteen	thirteen	I-movie.name
cast	cast	O
members	member	O
	
can	can	O
you	you	O
tell	tell	O
me	me	O
more	more	O
about	about	O
the	the	O
cast	cast	O
and	and	O
crew	crew	O
of	of	O
the	the	O
movie	movie	O
apollo	apollo	B-movie.name
thirteen	thirteen	I-movie.name
	
cast	cast	O
and	and	O
crew	crew	O
for	for	O
apollo	apollo	B-movie.name
thirteen	thirteen	I-movie.name
	
castmembers	castmembers	O
of	of	O
apollo	apollo	B-movie.name
thirteen	thirteen	I-movie.name
	
complete	complete	O
cast	cast	O
and	and	O
crew	crew	O
of	of	O
apollo	apollo	B-movie.name
thirteen	thirteen	I-movie.name
	
find	find	O
for	for	O
information	information	O
about	about	O
the	the	O
cast	cast	O
of	of	O
appolo	appolo	B-movie.name
thirteen	thirteen	I-movie.name
	
find	find	O
info	info	O
on	on	O
the	the	O
crew	crew	O
of	of	O
apollo	apollo	B-movie.name
thirteen	thirteen	I-movie.name
	
give	give	O
me	me	O
more	more	O
facts	fact	O
about	about	O
the	the	O
cast	cast	O
and	and	O
crew	crew	O
of	of	O
the	the	O
movie	movie	O
apollo	apollo	B-movie.name
thirteen	thirteen	I-movie.name
	
i	i	O
need	need	O
to	to	O
know	know	O
in	in	O
detail	detail	O
about	about	O
the	the	O
cast	cast	O
and	and	O
crew	crew	O
of	of	O
the	the	O
movie	movie	O
apollo	apollo	B-movie.name
thirteen	thirteen	I-movie.name
	
i	i	O
want	want	O
to	to	O
find	find	O
information	information	O
about	about	O
the	the	O
cast	cast	O
of	of	O
apollo	apollo	B-movie.name
thirteen	thirteen	I-movie.name
	
show	show	O
me	me	O
more	more	O
information	information	O
about	about	O
the	the	O
cast	cast	O
and	and	O
crew	crew	O
of	of	O
the	the	O
movie	movie	O
apollo	apollo	B-movie.name
thirteen	thirteen	I-movie.name
	
what	what	O
actors	actor	O
were	be	O
in	in	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
show	show	O
me	me	O
the	the	O
actors	actor	O
in	in	O
captain	captain	B-movie.name
america	america	I-movie.name
	
show	show	O
me	me	O
gilda	Gilda	B-movie.name
's	's	O
credits	credit	O
	
i	i	O
can	can	O
't	't	O
remember	remember	O
the	the	O
lead	lead	O
guy	guy	O
in	in	O
the	the	B-movie.name
avengers	avenger	I-movie.name
	
show	show	O
cast	cast	O
list	list	O
for	for	O
the	the	B-movie.name
avergers	avergers	I-movie.name
	
who	who	O
plays	play	O
nemo	nemo	B-character.name
in	in	O
finding	find	B-movie.name
nemo	nemo	I-movie.name
	
find	find	O
cast	cast	O
and	and	O
crew	crew	O
for	for	O
the	the	O
movie	movie	O
finding	find	B-movie.name
nemo	nemo	I-movie.name
	
show	show	O
me	me	O
the	the	O
cast	cast	O
and	and	O
crew	crew	O
for	for	O
finding	find	B-movie.name
nemo	nemo	I-movie.name
	
show	show	O
me	me	O
the	the	O
cast	cast	O
of	of	O
finding	find	B-movie.name
nemo	nemo	I-movie.name
	
who	who	O
are	be	O
the	the	O
main	main	O
voices	voice	O
in	in	O
finding	find	B-movie.name
nemo	nemo	I-movie.name
	
who	who	O
starred	star	O
in	in	O
finding	find	B-movie.name
nemo	nemo	I-movie.name
	
who	who	O
stars	star	O
in	in	O
finding	find	B-movie.name
nemo	nemo	I-movie.name
	
who	who	O
was	be	O
the	the	O
main	main	O
character	character	O
in	in	O
men	man	B-movie.name
in	in	I-movie.name
black	black	I-movie.name
3	3	I-movie.name
	
can	can	O
i	i	O
see	see	O
the	the	O
credits	credit	O
for	for	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
cast	cast	O
of	of	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
find	find	O
cast	cast	O
and	and	O
crew	crew	O
for	for	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
search	search	O
cast	cast	O
and	and	O
crew	crew	O
for	for	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
search	search	O
for	for	O
the	the	O
cast	cast	O
and	and	O
crew	crew	O
for	for	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
show	show	O
me	me	O
the	the	O
cast	cast	O
and	and	O
list	list	O
for	for	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
who	who	O
starred	star	O
in	in	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
who	who	O
starred	star	O
in	in	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
who	who	O
were	be	O
the	the	O
stars	star	O
of	of	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
who	who	O
was	be	O
the	the	O
male	male	O
star	star	O
of	of	O
titanic	titanic	B-movie.name
	
who	who	O
starred	star	O
in	in	O
taxi	taxi	B-movie.name
	
who	who	O
played	play	O
in	in	O
the	the	B-movie.name
oranges	orange	I-movie.name
	
actors	actor	O
for	for	O
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
	
who	who	O
are	be	O
the	the	O
lead	lead	O
actors	actor	O
in	in	O
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
	
find	find	O
the	the	O
male	male	O
actor	actor	O
from	from	O
the	the	O
movie	movie	O
born	bear	B-movie.name
free	free	I-movie.name
	
actor	actor	O
from	from	O
iron	iron	B-movie.name
man	man	I-movie.name
	
shows	show	O
actors	actor	O
in	in	O
shoot	shoot	B-movie.name
to	to	I-movie.name
kill	kill	I-movie.name
	
which	which	O
actors	actor	O
starred	star	O
in	in	O
hitch	hitch	B-movie.name
	
who	who	O
are	be	O
all	all	O
of	of	O
the	the	O
actors	actor	O
in	in	O
hitch	hitch	B-movie.name
	
who	who	O
was	be	O
the	the	O
lead	lead	O
actor	actor	O
in	in	O
hitch	hitch	B-movie.name
	
who	who	O
starred	star	O
in	in	O
dark	dark	B-movie.name
knight	knight	I-movie.name
rising	rise	I-movie.name
	
who	who	O
played	play	O
nick	nick	B-character.name
fury	fury	I-character.name
in	in	O
the	the	B-movie.name
avengers	avenger	I-movie.name
	
who	who	O
was	be	O
the	the	O
lead	lead	O
actor	actor	O
in	in	O
the	the	B-movie.name
avengers	avenger	I-movie.name
	
what	what	O
was	be	O
the	the	O
cast	cast	O
of	of	O
black	black	B-movie.name
swan	swan	I-movie.name
	
who	who	O
acted	act	O
in	in	O
black	black	B-movie.name
swan	swan	I-movie.name
	
who	who	O
was	be	O
in	in	O
black	black	B-movie.name
swan	swan	I-movie.name
	
who	who	O
was	be	O
the	the	O
lead	lead	O
in	in	O
black	black	B-movie.name
swan	swan	I-movie.name
	
actors	actor	O
in	in	O
star	star	B-movie.name
wars	war	I-movie.name
four	four	I-movie.name
	
what	what	O
was	be	O
the	the	O
actor	actor	O
who	who	O
played	play	O
esme	esme	B-character.name
in	in	O
twilight	twilight	B-movie.name
	
who	who	O
played	play	O
esme	esme	B-character.name
in	in	O
twilight	twilight	B-movie.name
	
who	who	O
starred	star	O
in	in	O
the	the	B-movie.name
parent	parent	I-movie.name
trap	trap	I-movie.name
	
cast	cast	O
and	and	O
crew	crew	O
for	for	O
hitch	hitch	B-movie.name
	
cast	cast	O
and	and	O
crew	crew	O
of	of	O
hitch	hitch	B-movie.name
	
cast	cast	O
hitch	hitch	B-movie.name
	
hitch	hitch	B-movie.name
crew	crew	O
	
list	list	O
cast	cast	O
hitch	hitch	B-movie.name
	
show	show	O
me	me	O
hitch	hitch	B-movie.name
's	's	O
cast	cast	O
	
show	show	O
the	the	O
cast	cast	O
of	of	O
hitch	hitch	B-movie.name
	
what	what	O
actors	actor	O
appeared	appear	O
in	in	O
the	the	O
movie	movie	O
hitch	hitch	B-movie.name
	
what	what	O
actors	actor	O
played	play	O
in	in	O
the	the	O
movies	movie	O
hitch	hitch	B-movie.name
	
what	what	O
was	be	O
the	the	O
cast	cast	O
of	of	O
hitch	hitch	B-movie.name
	
who	who	O
starred	star	O
in	in	O
hitch	hitch	B-movie.name
	
who	who	O
starred	star	O
in	in	O
the	the	O
movie	movie	O
hitch	hitch	B-movie.name
	
who	who	O
stars	star	O
in	in	O
hitch	hitch	B-movie.name
	
who	who	O
was	be	O
in	in	O
hitch	hitch	B-movie.name
	
who	who	O
was	be	O
in	in	O
the	the	O
movie	movie	O
hitch	hitch	B-movie.name
	
who	who	O
was	be	O
the	the	O
star	star	O
in	in	O
hitch	hitch	B-movie.name
	
voice	voice	O
actor	actor	O
for	for	O
homer	homer	B-character.name
simpson	simpson	I-character.name
	
who	who	O
is	be	O
in	in	O
the	the	O
movie	movie	O
two	two	B-movie.name
can	can	I-movie.name
play	play	I-movie.name
that	that	I-movie.name
game	game	I-movie.name
	
actress	actress	O
from	from	O
gone	go	B-movie.name
with	with	I-movie.name
the	the	I-movie.name
wind	wind	I-movie.name
	
who	who	O
are	be	O
the	the	O
lead	lead	O
actors	actor	O
in	in	O
this	this	O
movie	movie	O
	
show	show	O
me	me	O
information	information	O
on	on	O
the	the	O
cast	cast	O
and	and	O
crew	crew	O
of	of	O
pitchperfect	pitchperfect	B-movie.name
	
actors	actor	O
in	in	O
house	house	B-movie.name
at	at	I-movie.name
the	the	I-movie.name
end	end	I-movie.name
of	of	I-movie.name
the	the	I-movie.name
street	street	I-movie.name
	
can	can	O
i	i	O
see	see	O
the	the	O
cast	cast	O
and	and	O
crew	crew	O
for	for	O
house	house	B-movie.name
at	at	I-movie.name
the	the	I-movie.name
end	end	I-movie.name
of	of	I-movie.name
the	the	I-movie.name
street	street	I-movie.name
	
cast	cast	O
and	and	O
crew	crew	O
for	for	O
house	house	B-movie.name
at	at	I-movie.name
the	the	I-movie.name
end	end	I-movie.name
of	of	I-movie.name
the	the	I-movie.name
street	street	I-movie.name
	
cast	cast	O
and	and	O
crew	crew	O
for	for	O
the	the	O
movie	movie	O
house	house	B-movie.name
at	at	I-movie.name
the	the	I-movie.name
end	end	I-movie.name
of	of	I-movie.name
the	the	I-movie.name
street	street	I-movie.name
	
who	who	O
stars	star	O
on	on	O
the	the	O
house	house	B-movie.name
at	at	I-movie.name
the	the	I-movie.name
end	end	I-movie.name
of	of	I-movie.name
the	the	I-movie.name
street	street	I-movie.name
	
who	who	O
is	be	O
in	in	O
movie	movie	O
	
who	who	O
is	be	O
in	in	O
movie	movie	O
	
who	who	O
is	be	O
in	in	O
movie	movie	O
	
who	who	O
acts	act	O
in	in	O
forager	forager	B-movie.name
	
who	who	O
stars	star	O
in	in	O
forager	forager	B-movie.name
	
who	who	O
is	be	O
the	the	O
cast	cast	O
and	and	O
crew	crew	O
for	for	O
now	now	B-movie.name
forager	forager	I-movie.name
	
who	who	O
was	be	O
in	in	O
now	now	B-movie.name
	
actor	actor	O
from	from	O
modern	modern	B-movie.name
family	family	I-movie.name
	
list	list	O
the	the	O
actors	actor	O
in	in	O
forager	forager	B-movie.name
	
cast	cast	O
and	and	O
crew	crew	O
of	of	O
go	go	B-movie.name
	
who	who	O
starred	star	O
in	in	O
go	go	B-movie.name
	
who	who	O
was	be	O
the	the	O
lead	lead	O
actress	actress	O
in	in	O
the	the	B-movie.name
hunger	hunger	I-movie.name
games	game	I-movie.name
	
show	show	O
cast	cast	O
of	of	O
movie	movie	O
request	request	B-movie.name
	
what	what	O
is	be	O
the	the	O
cast	cast	O
in	in	O
resident	resident	B-movie.name
evil	evil	I-movie.name
retribution	retribution	I-movie.name
	
list	list	O
me	me	O
the	the	O
actors	actor	O
for	for	O
top	top	B-movie.name
gun	gun	I-movie.name
	
who	who	O
was	be	O
the	the	B-character.name
tin	tin	I-character.name
man	man	I-character.name
in	in	O
wizard	wizard	B-movie.name
of	of	I-movie.name
oz	Oz	I-movie.name
	
actress	actress	O
in	in	O
hum	hum	B-movie.name
tum	tum	I-movie.name
	
who	who	O
was	be	O
the	the	O
actor	actor	O
in	in	O
movie	movie	O
hum	hum	B-movie.name
tum	tum	I-movie.name
	
who	who	O
is	be	O
in	in	O
barfi	barfi	B-movie.name
	
who	who	O
was	be	O
the	the	O
lead	lead	O
woman	woman	O
in	in	O
the	the	B-movie.name
savages	savage	I-movie.name
	
find	find	O
the	the	O
name	name	O
of	of	O
the	the	O
actor	actor	O
who	who	O
played	play	O
jack	jack	B-character.name
in	in	O
the	the	O
movie	movie	O
titanic	titanic	B-movie.name
	
the	the	O
name	name	O
of	of	O
the	the	O
male	male	O
lead	lead	O
in	in	O
the	the	O
movie	movie	O
titanic	titanic	B-movie.name
	
what	what	O
is	be	O
the	the	O
name	name	O
of	of	O
the	the	O
lead	lead	O
actor	actor	O
in	in	O
the	the	O
titanic	titanic	B-movie.name
	
show	show	O
me	me	O
who	who	O
played	play	O
what	what	O
role	role	O
in	in	O
go	go	B-movie.name
	
i	i	O
cannot	can	O
remember	remember	O
the	the	O
name	name	O
of	of	O
the	the	O
actor	actor	O
in	in	O
pretty	pretty	B-movie.name
women	woman	I-movie.name
	
what	what	O
is	be	O
the	the	O
name	name	O
of	of	O
the	the	O
actor	actor	O
who	who	O
was	be	O
in	in	O
the	the	B-movie.name
parent	parent	I-movie.name
trap	trap	I-movie.name
	
find	find	O
name	name	O
of	of	O
main	main	O
actor	actor	O
in	in	O
the	the	O
movie	movie	O
the	the	B-movie.name
help	help	I-movie.name
	
looking	look	O
for	for	O
names	name	O
of	of	O
crew	crew	O
members	member	O
of	of	O
apollo	apollo	B-movie.name
thirteen	thirteen	I-movie.name
	
i	i	O
can	can	O
't	't	O
figure	figure	O
out	out	O
the	the	O
name	name	O
of	of	O
the	the	O
lead	lead	O
guy	guy	O
in	in	O
the	the	B-movie.name
avengers	avenger	I-movie.name
	
what	what	O
were	be	O
the	the	O
names	name	O
of	of	O
the	the	O
ladies	lady	O
in	in	O
facts	fact	I-movie.name
of	of	I-movie.name
life	life	I-movie.name
	
how	how	O
old	old	O
is	be	O
steven	steven	B-person.name
spielberg	spielberg	I-person.name
	
when	when	O
steven	steven	B-person.name
spielberg	spielberg	I-person.name
born	bear	O
	
what	what	O
is	be	O
tom	tom	B-person.name
cruise	cruise	I-person.name
's	's	O
birthday	birthday	O
	
when	when	O
was	be	O
tom	tom	B-person.name
cruise	cruise	I-person.name
born	bear	O
	
when	when	O
is	be	O
will	will	B-person.name
ferrell	ferrell	I-person.name
's	's	O
birthday	birthday	O
	
how	how	O
old	old	O
is	be	O
kristen	kristen	B-person.name
stewart	stewart	I-person.name
	
how	how	O
much	much	O
did	do	O
it	it	O
cost	cost	O
to	to	O
produce	produce	O
the	the	B-movie.name
dark	dark	I-movie.name
night	night	I-movie.name
	
how	how	O
much	much	O
did	do	O
the	the	B-movie.name
dark	dark	I-movie.name
night	night	I-movie.name
cost	cost	O
to	to	O
produce	produce	O
	
what	what	O
was	be	O
the	the	B-movie.name
dark	dark	I-movie.name
night	night	I-movie.name
budget	budget	O
	
the	the	B-movie.name
godfather	godfather	I-movie.name
's	's	O
budget	budget	O
	
budget	budget	O
for	for	O
the	the	B-movie.name
blind	blind	I-movie.name
side	side	I-movie.name
	
i	i	O
want	want	O
to	to	O
look	look	O
up	up	O
the	the	O
budget	budget	O
of	of	O
freedom	freedom	B-movie.name
writers	writer	I-movie.name
	
i	i	O
would	would	O
like	like	O
to	to	O
look	look	O
up	up	O
the	the	O
budget	budget	O
of	of	O
freedom	freedom	B-movie.name
writers	writer	I-movie.name
	
look	look	O
for	for	O
the	the	O
budget	budget	O
of	of	O
freedom	freedom	B-movie.name
writers	writer	I-movie.name
	
how	how	O
much	much	O
was	be	O
hunger	hunger	B-movie.name
games	game	I-movie.name
made	make	O
for	for	O
	
how	how	O
much	much	O
was	be	O
the	the	O
budget	budget	O
for	for	O
the	the	B-movie.name
hunger	hunger	I-movie.name
games	game	I-movie.name
	
how	how	O
much	much	O
did	do	O
black	black	B-movie.name
swan	swan	I-movie.name
cost	cost	O
	
how	how	O
much	much	O
did	do	O
hollywood	hollywood	O
pay	pay	O
for	for	O
black	black	B-movie.name
swan	swan	I-movie.name
	
what	what	O
was	be	O
the	the	O
budget	budget	O
for	for	O
black	black	B-movie.name
swan	swan	I-movie.name
	
what	what	O
were	be	O
production	production	O
costs	cost	O
for	for	O
black	black	B-movie.name
swan	swan	I-movie.name
	
what	what	O
was	be	O
the	the	O
budget	budget	O
for	for	O
wrong	wrong	B-movie.name
turn	turn	I-movie.name
	
search	search	O
for	for	O
the	the	O
budget	budget	O
of	of	O
step	step	B-movie.name
up	up	I-movie.name
	
budget	budget	O
for	for	O
titanic	titanic	B-movie.name
	
budget	budget	O
for	for	O
titanic	titanic	B-movie.name
	
budget	budget	O
for	for	O
titanic	titanic	B-movie.name
movie	movie	O
	
how	how	O
much	much	O
did	do	O
titanic	titanic	B-movie.name
cost	cost	O
to	to	O
make	make	O
	
how	how	O
much	much	O
was	be	O
the	the	O
total	total	O
budget	budget	O
for	for	O
the	the	O
titanic	titanic	B-movie.name
	
what	what	O
was	be	O
titanic	titanic	B-movie.name
's	's	O
budget	budget	O
	
what	what	O
was	be	O
the	the	O
budget	budget	O
for	for	O
courageous	courageous	B-movie.name
	
what	what	O
was	be	O
the	the	O
budget	budget	O
for	for	O
facing	face	B-movie.name
the	the	I-movie.name
giants	giant	I-movie.name
	
budget	budget	O
of	of	O
heroine	heroine	B-movie.name
	
finding	find	O
the	the	O
buget	buget	O
of	of	O
heroine	heroine	B-movie.name
	
looking	look	O
of	of	O
movie	movie	O
heroine	heroine	B-movie.name
's	's	O
budget	budget	O
	
what	what	O
is	be	O
the	the	O
buget	buget	O
of	of	O
movie	movie	O
heroine	heroine	B-movie.name
	
how	how	O
much	much	O
did	do	O
it	it	O
cost	cost	O
to	to	O
make	make	O
jurassic	Jurassic	B-movie.name
park	park	I-movie.name
	
what	what	O
was	be	O
the	the	O
budget	budget	O
for	for	O
jurassic	Jurassic	B-movie.name
park	park	I-movie.name
	
how	how	O
much	much	O
did	do	O
james	james	B-director.name
cameron	cameron	I-director.name
have	have	O
to	to	O
spend	spend	O
to	to	O
make	make	O
avatar	avatar	B-movie.name
	
avatar	avatar	B-movie.name
must	must	O
have	have	O
cost	cost	O
a	a	O
bundle	bundle	O
	
did	do	O
the	the	O
avatar	avatar	B-movie.name
movie	movie	O
have	have	O
a	a	O
budget	budget	O
for	for	O
spending	spending	O
	
get	get	O
me	me	O
info	info	O
on	on	O
the	the	O
budget	budget	O
for	for	O
avatar	avatar	B-movie.name
	
how	how	O
much	much	O
did	do	O
it	it	O
cost	cost	O
to	to	O
make	make	O
avatar	avatar	B-movie.name
	
how	how	O
much	much	O
did	do	O
the	the	O
studio	studio	O
spend	spend	O
to	to	O
make	make	O
avatar	avatar	B-movie.name
	
how	how	O
much	much	O
money	money	O
was	be	O
budgeted	budget	O
for	for	O
the	the	O
avatar	avatar	B-movie.name
movie	movie	O
	
i	i	O
need	need	O
to	to	O
know	know	O
the	the	O
budget	budget	O
of	of	O
the	the	O
movie	movie	O
avatar	avatar	B-movie.name
	
i	i	O
want	want	O
to	to	O
know	know	O
the	the	O
avatar	avatar	B-movie.name
's	's	O
budget	budget	O
	
list	list	O
the	the	O
budget	budget	O
for	for	O
avatar	avatar	B-movie.name
	
show	show	O
me	me	O
what	what	O
was	be	O
the	the	O
budget	budget	O
of	of	O
the	the	O
movie	movie	O
avatar	avatar	B-movie.name
	
what	what	O
did	do	O
the	the	O
movie	movie	O
avatar	avatar	B-movie.name
cost	cost	O
to	to	O
make	make	O
	
what	what	O
was	be	O
avatar	avatar	B-movie.name
's	's	O
budget	budget	O
	
what	what	O
was	be	O
the	the	O
budget	budget	O
for	for	O
avatar	avatar	B-movie.name
	
what	what	O
was	be	O
the	the	O
budget	budget	O
for	for	O
avatar	avatar	B-movie.name
	
what	what	O
was	be	O
the	the	O
budget	budget	O
for	for	O
avatar	avatar	B-movie.name
	
what	what	O
was	be	O
the	the	O
budget	budget	O
for	for	O
the	the	O
movie	movie	O
avatar	avatar	B-movie.name
	
what	what	O
was	be	O
the	the	O
budget	budget	O
of	of	O
the	the	O
movie	movie	O
avatar	avatar	B-movie.name
	
how	how	O
much	much	O
did	do	O
the	the	O
movie	movie	O
avatar	avatar	B-movie.name
cost	cost	O
	
how	how	O
much	much	O
money	money	O
was	be	O
spent	spend	O
on	on	O
batman	batman	B-movie.name
	
tell	tell	O
me	me	O
the	the	O
budget	budget	O
for	for	O
the	the	O
movie	movie	O
batman	batman	B-movie.name
	
how	how	O
much	much	O
did	do	O
batman	batman	B-movie.name
begins	begin	I-movie.name
cost	cost	O
	
how	how	O
much	much	O
was	be	O
it	it	O
to	to	O
make	make	O
the	the	O
film	film	O
batman	batman	B-movie.name
begins	begin	I-movie.name
	
budget	budget	O
for	for	O
the	the	B-movie.name
avengers	avenger	I-movie.name
	
how	how	O
much	much	O
did	do	O
it	it	O
take	take	O
to	to	O
make	make	O
the	the	B-movie.name
avengers	avenger	I-movie.name
	
what	what	O
was	be	O
the	the	O
budget	budget	O
for	for	O
the	the	B-movie.name
avengers	avenger	I-movie.name
	
what	what	O
was	be	O
the	the	O
budget	budget	O
for	for	O
citizen	citizen	B-movie.name
kane	kane	I-movie.name
	
find	find	O
out	out	O
the	the	O
budget	budget	O
of	of	O
cujo	cujo	B-movie.name
	
budget	budget	O
for	for	O
gone	go	B-movie.name
with	with	I-movie.name
the	the	I-movie.name
wind	wind	I-movie.name
	
gone	go	B-movie.name
with	with	I-movie.name
the	the	I-movie.name
wind	wind	I-movie.name
's	's	O
budget	budget	O
information	information	O
please	please	O
	
gone	go	B-movie.name
with	with	I-movie.name
the	the	I-movie.name
wind	wind	I-movie.name
's	's	O
budget	budget	O
	
show	show	O
me	me	O
the	the	O
budget	budget	O
for	for	O
the	the	O
movie	movie	O
	
budget	budget	O
for	for	O
the	the	O
hulk	hulk	B-movie.name
	
budget	budget	O
request	request	O
for	for	O
my	my	B-movie.name
big	big	I-movie.name
